,product,bigscape_class,genome_id,accn_id,gcf_0.30,gcf_0.40,gcf_0.50,Clan Number,fam_id_0.30,fam_type_0.30,fam_known_compounds_0.30,bigslice_query,gtdb_release,Domain,Phylum,Class,Order,Family,Genus,Species,Organism,on_contig_edge,length_nt
NZ_BNBE01000002.1.region010,butyrolactone,Others,GCF_014654895.1,NZ_BNBE01000002,2377.0,2377.0,2377.0,36.0,53.0,unknown_family,u_Others_53,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,10936.0
NZ_BNBE01000002.1.region011,arylpolyene.NRPS-like.terpene,Others,GCF_014654895.1,NZ_BNBE01000002,1963.0,1963.0,1963.0,36.0,93.0,unknown_family,u_Others_93,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,47551.0
NZ_BNBE01000002.1.region012,nucleoside,Others,GCF_014654895.1,NZ_BNBE01000002,1964.0,1964.0,1964.0,36.0,89.0,unknown_family,u_Others_89,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,20912.0
NZ_BNBE01000003.1.region001,lassopeptide,RiPPs,GCF_014654895.1,NZ_BNBE01000003,1965.0,1965.0,1965.0,552.0,126.0,unknown_family,u_RiPPs_126,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,22594.0
NZ_BNBE01000004.1.region001,lanthipeptide-class-iv,RiPPs,GCF_014654895.1,NZ_BNBE01000004,2384.0,2384.0,2384.0,552.0,73.0,unknown_family,u_RiPPs_73,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,22811.0
NZ_BNBE01000004.1.region002,terpene,Terpene,GCF_014654895.1,NZ_BNBE01000004,2385.0,2385.0,2385.0,,81.0,unknown_family,u_Terpene_81,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,19632.0
NZ_BNBE01000004.1.region003,terpene,Terpene,GCF_014654895.1,NZ_BNBE01000004,1968.0,2386.0,627.0,,82.0,unknown_family,u_Terpene_82,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,19092.0
NZ_BNBE01000004.1.region004,terpene,Terpene,GCF_014654895.1,NZ_BNBE01000004,1969.0,633.0,633.0,,77.0,unknown_family,u_Terpene_77,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,24887.0
NZ_BNBE01000005.1.region001,terpene,Terpene,GCF_014654895.1,NZ_BNBE01000005,2263.0,2294.0,2294.0,,5.0,unknown_family,u_Terpene_5,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,26531.0
NZ_CP059991.1.region001,NRPS-like,NRPS,GCF_015710995.1,NZ_CP059991.1,2169.0,2169.0,2169.0,2175.0,114.0,unknown_family,u_NRPS_114,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,42106.0
NZ_CP059991.1.region002,terpene,Terpene,GCF_015710995.1,NZ_CP059991.1,2170.0,2170.0,2170.0,,132.0,unknown_family,u_Terpene_132,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,20097.0
NZ_CP059991.1.region003,ectoine,Others,GCF_015710995.1,NZ_CP059991.1,2045.0,2045.0,2045.0,2045.0,2.0,known_family,ectoine,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,10420.0
NZ_CP059991.1.region004,terpene.T2PKS,Others,GCF_015710995.1,NZ_CP059991.1,2172.0,2172.0,2172.0,36.0,96.0,unknown_family,u_Others_96,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,70398.0
NZ_CP059991.1.region005,T3PKS.terpene,Others,GCF_015710995.1,NZ_CP059991.1,2173.0,2173.0,2173.0,36.0,95.0,unknown_family,u_Others_95,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,51442.0
NZ_CP059991.1.region006,RiPP-like,RiPPs,GCF_015710995.1,NZ_CP059991.1,2174.0,2174.0,2174.0,552.0,52.0,unknown_family,u_RiPPs_52,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,9014.0
NZ_CP059991.1.region007,NRPS,NRPS,GCF_015710995.1,NZ_CP059991.1,2175.0,2175.0,2175.0,2175.0,8.0,unknown_family,u_NRPS_8,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,50526.0
NZ_CP059991.1.region008,NRPS.lanthipeptide-class-iv,Others,GCF_015710995.1,NZ_CP059991.1,2176.0,2176.0,2176.0,36.0,86.0,unknown_family,u_Others_86,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,38881.0
NZ_CP059991.1.region009,T3PKS,PKSother,GCF_015710995.1,NZ_CP059991.1,2177.0,2177.0,2177.0,,102.0,unknown_family,u_PKSother_102,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,41158.0
NZ_CP059991.1.region010,indole,Others,GCF_015710995.1,NZ_CP059991.1,2178.0,2073.0,2073.0,36.0,88.0,unknown_family,u_Others_88,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,23240.0
NZ_CP059991.1.region011,CDPS,Others,GCF_015710995.1,NZ_CP059991.1,1918.0,1918.0,1918.0,36.0,10.0,unknown_family,u_Others_10,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,20729.0
NZ_CP059991.1.region012,RRE-containing.T2PKS.T1PKS.PKS-like,Others,GCF_015710995.1,NZ_CP059991.1,2180.0,2180.0,2070.0,36.0,56.0,unknown_family,u_Others_56,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,105338.0
NZ_CP059991.1.region013,lanthipeptide-class-i,RiPPs,GCF_015710995.1,NZ_CP059991.1,2181.0,2181.0,2181.0,552.0,118.0,unknown_family,u_RiPPs_118,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,25218.0
NZ_CP059991.1.region014,siderophore,Others,GCF_015710995.1,NZ_CP059991.1,1919.0,1919.0,1919.0,1919.0,1.0,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,10041.0
NZ_CP059991.1.region015,LAP.thiopeptide,RiPPs,GCF_015710995.1,NZ_CP059991.1,2068.0,2068.0,2068.0,552.0,72.0,unknown_family,u_RiPPs_72,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,30196.0
NZ_CP059991.1.region016,NRPS,NRPS,GCF_015710995.1,NZ_CP059991.1,2184.0,2184.0,2184.0,2175.0,113.0,unknown_family,u_NRPS_113,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,51354.0
NZ_CP059991.1.region017,cyanobactin,RiPPs,GCF_015710995.1,NZ_CP059991.1,2185.0,2185.0,2185.0,552.0,121.0,unknown_family,u_RiPPs_121,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,22439.0
NZ_CP059991.1.region018,NRPS-like,NRPS,GCF_015710995.1,NZ_CP059991.1,2235.0,2235.0,2235.0,2235.0,13.0,unknown_family,u_NRPS_13,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,42611.0
NZ_CP059991.1.region019,T1PKS,PKSI,GCF_015710995.1,NZ_CP059991.1,2065.0,2065.0,89.0,,46.0,known_family,methymycin,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,72445.0
NZ_CP059991.1.region020,melanin,Others,GCF_015710995.1,NZ_CP059991.1,1983.0,1983.0,1983.0,36.0,3.0,unknown_family,u_Others_3,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,8181.0
NZ_CP059991.1.region021,other,Others,GCF_015710995.1,NZ_CP059991.1,2238.0,2238.0,2238.0,2238.0,11.0,unknown_family,u_Others_11,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,41107.0
NZ_CP059991.1.region022,siderophore,Others,GCF_015710995.1,NZ_CP059991.1,2014.0,2014.0,2014.0,36.0,6.0,unknown_family,u_Others_6,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,14472.0
NZ_CP059991.1.region023,RiPP-like,RiPPs,GCF_015710995.1,NZ_CP059991.1,2015.0,2015.0,2015.0,552.0,9.0,unknown_family,u_RiPPs_9,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,10435.0
NZ_CP059991.1.region024,butyrolactone,Others,GCF_015710995.1,NZ_CP059991.1,2297.0,2264.0,2033.0,36.0,4.0,unknown_family,u_Others_4,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,10951.0
NZ_CP059991.1.region025,transAT-PKS-like.NRPS-like.T1PKS,PKS-NRP_Hybrids,GCF_015710995.1,NZ_CP059991.1,2057.0,2057.0,2057.0,,64.0,unknown_family,u_PKS-NRP_Hybrids_64,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,48822.0
NZ_CP059991.1.region026,terpene,Terpene,GCF_015710995.1,NZ_CP059991.1,2263.0,2294.0,2294.0,,5.0,unknown_family,u_Terpene_5,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,25733.0
NZ_CP059991.1.region027,lanthipeptide-class-iii.RiPP-like,RiPPs,GCF_015710995.1,NZ_CP059991.1,2195.0,2195.0,2195.0,552.0,115.0,unknown_family,u_RiPPs_115,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,26470.0
NZ_CP059991.1.region028,melanin.lanthipeptide-class-ii,Others,GCF_015710995.1,NZ_CP059991.1,2421.0,2421.0,2421.0,2421.0,7.0,unknown_family,u_Others_7,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,22069.0
NZ_CP059991.1.region029,lanthipeptide-class-iv.NRPS.T1PKS,Others,GCF_015710995.1,NZ_CP059991.1,2197.0,2197.0,2197.0,36.0,92.0,unknown_family,u_Others_92,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,59565.0
NZ_CP059991.1.region030,NRPS.T1PKS.lanthipeptide-class-ii,Others,GCF_015710995.1,NZ_CP059991.1,2053.0,2053.0,2198.0,36.0,55.0,unknown_family,u_Others_55,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,121073.0
NZ_CP059991.1.region031,betalactone.NAPAA,Others,GCF_015710995.1,NZ_CP059991.1,2052.0,2052.0,2052.0,36.0,57.0,unknown_family,u_Others_57,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,35895.0
NZ_CP059991.1.region032,terpene,Terpene,GCF_015710995.1,NZ_CP059991.1,2200.0,2200.0,2200.0,,137.0,unknown_family,u_Terpene_137,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,gardneri,s__Streptomyces gardneri,0.0,20897.0
NZ_JAGIPC010000001.1.region001,terpene,Terpene,GCF_017877015.1,c00001_NZ_JAGI..,2224.0,2224.0,2224.0,,138.0,unknown_family,u_Terpene_138,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,20516.0
NZ_JAGIPC010000001.1.region002,terpene,Terpene,GCF_017877015.1,c00001_NZ_JAGI..,2225.0,633.0,633.0,,79.0,unknown_family,u_Terpene_79,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,22186.0
NZ_JAGIPC010000001.1.region003,NRPS-like.T1PKS,PKS-NRP_Hybrids,GCF_017877015.1,c00001_NZ_JAGI..,2226.0,2226.0,2226.0,,66.0,unknown_family,u_PKS-NRP_Hybrids_66,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,64636.0
NZ_JAGIPC010000001.1.region004,terpene,Terpene,GCF_017877015.1,c00001_NZ_JAGI..,2227.0,2227.0,2227.0,,78.0,unknown_family,u_Terpene_78,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,18939.0
NZ_JAGIPC010000001.1.region005,CDPS,Others,GCF_017877015.1,c00001_NZ_JAGI..,2315.0,2315.0,2315.0,36.0,60.0,unknown_family,u_Others_60,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,19573.0
NZ_JAGIPC010000001.1.region006,NRPS.T1PKS,PKS-NRP_Hybrids,GCF_017877015.1,c00001_NZ_JAGI..,2314.0,2314.0,2314.0,,67.0,unknown_family,u_PKS-NRP_Hybrids_67,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,52405.0
NZ_JAGIPC010000001.1.region007,ectoine,Others,GCF_017877015.1,c00001_NZ_JAGI..,1911.0,1911.0,1911.0,2045.0,2.0,known_family,ectoine,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,10417.0
NZ_JAGIPC010000001.1.region008,terpene,Terpene,GCF_017877015.1,c00001_NZ_JAGI..,2109.0,2109.0,2109.0,,14.0,unknown_family,u_Terpene_14,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,20957.0
NZ_JAGIPC010000001.1.region009,terpene.NAPAA.lanthipeptide-class-ii,Others,GCF_017877015.1,c00001_NZ_JAGI..,2232.0,2111.0,2111.0,36.0,62.0,unknown_family,u_Others_62,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,70544.0
NZ_JAGIPC010000001.1.region010,CDPS,Others,GCF_017877015.1,c00001_NZ_JAGI..,1918.0,1918.0,1918.0,36.0,10.0,unknown_family,u_Others_10,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,20729.0
NZ_JAGIPC010000001.1.region011,siderophore,Others,GCF_017877015.1,c00001_NZ_JAGI..,1919.0,1919.0,1919.0,1919.0,1.0,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,10542.0
NZ_JAGIPC010000001.1.region012,NRPS-like,NRPS,GCF_017877015.1,c00001_NZ_JAGI..,2235.0,2235.0,2235.0,2235.0,13.0,unknown_family,u_NRPS_13,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,42004.0
NZ_JAGIPC010000001.1.region013,linaridin,RiPPs,GCF_017877015.1,c00001_NZ_JAGI..,2236.0,2306.0,2236.0,552.0,120.0,unknown_family,u_RiPPs_120,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,22614.0
NZ_JAGIPC010000001.1.region014,melanin,Others,GCF_017877015.1,c00001_NZ_JAGI..,1983.0,1983.0,1983.0,36.0,3.0,unknown_family,u_Others_3,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,8229.0
NZ_JAGIPC010000001.1.region015,butyrolactone,Others,GCF_017877015.1,c00001_NZ_JAGI..,2238.0,2238.0,2238.0,2238.0,11.0,unknown_family,u_Others_11,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,41110.0
NZ_JAGIPC010000001.1.region016,thiopeptide.LAP,RiPPs,GCF_017877015.1,c00001_NZ_JAGI..,2239.0,2239.0,2239.0,552.0,18.0,unknown_family,u_RiPPs_18,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,33190.0
NZ_JAGIPC010000001.1.region017,siderophore,Others,GCF_017877015.1,c00001_NZ_JAGI..,2302.0,2302.0,2302.0,36.0,15.0,unknown_family,u_Others_15,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,12999.0
NZ_JAGIPC010000001.1.region018,siderophore,Others,GCF_017877015.1,c00001_NZ_JAGI..,2014.0,2014.0,2014.0,36.0,6.0,unknown_family,u_Others_6,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,15096.0
NZ_JAGIPC010000001.1.region019,NRPS,NRPS,GCF_017877015.1,c00001_NZ_JAGI..,2242.0,2242.0,2242.0,2175.0,71.0,unknown_family,u_NRPS_71,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,57989.0
NZ_JAGIPC010000001.1.region020,NRPS,NRPS,GCF_017877015.1,c00001_NZ_JAGI..,2299.0,2299.0,2299.0,2175.0,51.0,unknown_family,u_NRPS_51,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,72716.0
NZ_JAGIPC010000001.1.region021,RiPP-like,RiPPs,GCF_017877015.1,c00001_NZ_JAGI..,2015.0,2015.0,2015.0,552.0,9.0,unknown_family,u_RiPPs_9,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,9793.0
NZ_JAGIPC010000001.1.region022,butyrolactone,Others,GCF_017877015.1,c00001_NZ_JAGI..,2297.0,2414.0,2414.0,36.0,4.0,unknown_family,u_Others_4,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,10948.0
NZ_JAGIPC010000001.1.region023,NRPS.T1PKS,PKS-NRP_Hybrids,GCF_017877015.1,c00001_NZ_JAGI..,2296.0,2296.0,2296.0,,68.0,unknown_family,u_PKS-NRP_Hybrids_68,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,62657.0
NZ_JAGIPC010000001.1.region024,RRE-containing.T2PKS,Others,GCF_017877015.1,c00001_NZ_JAGI..,671.0,671.0,2295.0,36.0,47.0,known_family,kanamycin,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,70824.0
NZ_JAGIPC010000001.1.region025,terpene,Terpene,GCF_017877015.1,c00001_NZ_JAGI..,2263.0,2294.0,2294.0,,5.0,unknown_family,u_Terpene_5,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,25711.0
NZ_JAGIPC010000001.1.region026,RiPP-like,RiPPs,GCF_017877015.1,c00001_NZ_JAGI..,2174.0,2131.0,2131.0,552.0,52.0,unknown_family,u_RiPPs_52,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,10882.0
NZ_JAGIPC010000001.1.region027,lanthipeptide-class-iii,RiPPs,GCF_017877015.1,c00001_NZ_JAGI..,2292.0,2292.0,2292.0,2418.0,19.0,unknown_family,u_RiPPs_19,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,22745.0
NZ_JAGIPC010000001.1.region028,melanin,Others,GCF_017877015.1,c00001_NZ_JAGI..,2421.0,2421.0,2421.0,2421.0,7.0,unknown_family,u_Others_7,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,10393.0
NZ_JAGIPC010000001.1.region029,NRPS,NRPS,GCF_017877015.1,c00001_NZ_JAGI..,2422.0,2422.0,2422.0,2175.0,8.0,unknown_family,u_NRPS_8,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,90336.0
NZ_JAGIPC010000001.1.region030,terpene,Terpene,GCF_017877015.1,c00001_NZ_JAGI..,2253.0,2253.0,627.0,,139.0,unknown_family,u_Terpene_139,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,21434.0
NZ_JAGIPC010000001.1.region031,NRPS.T2PKS,PKS-NRP_Hybrids,GCF_017877015.1,c00001_NZ_JAGI..,2288.0,2288.0,2288.0,,65.0,unknown_family,u_PKS-NRP_Hybrids_65,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,79005.0
NZ_JAGIPC010000001.1.region032,lanthipeptide-class-iv,RiPPs,GCF_017877015.1,c00001_NZ_JAGI..,2255.0,2255.0,2255.0,552.0,17.0,known_family,venezuelin,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,22742.0
NZ_JAIHBQ010000002.1.region001,arylpolyene.NRPS-like.butyrolactone.T1PKS,Others,GCF_019733325.1,c00001_NZ_JAIH..,2285.0,2285.0,2285.0,36.0,87.0,unknown_family,u_Others_87,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,115659.0
NZ_JAIHBQ010000001.1.region001,T2PKS,PKSother,GCF_019733325.1,c00002_NZ_JAIH..,1411.0,1411.0,2256.0,,50.0,known_family,anthrabenzoxocinone;spore pigment,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,72513.0
